item_name,clean,label_ground,ml_label_v3,ml_conf_v3
Them-Banh Mi,them-banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.854
Banh Mi Que Pate Cot Den,banh mi que pate cot den,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.902
Cobi Banh Mi Kem Tuoi Dua Luoi,cobi banh mi kem tuoi dua luoi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.937
Banh Mi Hoang Lam,banh mi hoang lam,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.865
Banh Mi Viet Nam 65G,banh mi viet nam,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.916
Banh Mi Lua Mi 240G *2,banh mi lua mi 2,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.88
Staff Banh Mi Sandwich 275G,staff banh mi sandwich,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.935
Vmc-Banh Mi Cha Bong Cay 70G Bts,vmc-banh mi cha bong cay bts,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.912
Banh Mi Cha Bong 705+4,banh mi cha bong 705+4,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.949
Banh Mi Baguette 180G*2,banh mi baguette 2,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.931
Banh Mi Phuc Long 170G,banh mi phuc long,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.922
Banh Mi Nuong Bo Toi,banh mi nuong bo toi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.947
Banh Mi Nuong,banh mi nuong,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.956
Staff_Banh Mi Sandwich 275G,staff_banh mi sandwich,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.872
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi Nuong Bo Toi,banh mi nuong bo toi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.947
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Baguette 180G*2,banh mi baguette 2,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.931
Banh Mi Sua Custard,banh mi sua custard,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.906
Banh Mi Nuong Bo To,banh mi nuong bo to,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.935
Banh Mi Pesto Rosso,banh mi pesto rosso,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.881
Umiki Banh Mi Cha Bong Heo Xong,umiki banh mi cha bong heo xong,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.939
Banh Mi C'Est Bon Baguette Vi Bo Toi 180,banh mi c est bon baguette vi bo toi 180,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.869
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi Cha Bong Trung Muoi,banh mi cha bong trung muoi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.944
Wmc-Banh Mi Cha Bong Cay 70G Bts 13740,wmc-banh mi cha bong cay bts 13740,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.864
Banh Mi Que Cha Bong Pho Mai Bo Cay,banh mi que cha bong pho mai bo cay,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.96
Banh Mi Baguette 180G*2,banh mi baguette 2,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.931
Vmc-Banh Mi Cha Bong-Cay 70G Bts,vmc-banh mi cha bong-cay bts,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.883
Banh Mi Hoa Cuc Fe Sta 120G,banh mi hoa cuc fe sta,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.927
Banh Mi Khong,banh mi khong,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.9
Banh Mi Pho Mai Bo Toi,banh mi pho mai bo toi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.952
Banh Mi Pha Mai Bo Toi,banh mi pha mai bo toi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.959
Banh Mi 400G,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Sb-Banh Mi Kem Choco,sb-banh mi kem choco,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.86
Banh Mi - Italian Baguette,banh mi - italian baguette,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.899
Banh Mi Cha Bong Dai,banh mi cha bong dai,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.985
Banh Mi Pho Mai Tan Chay,banh mi pho mai tan chay,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Banh Mi - To Lon,banh mi - to lon,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.93
Otto Banh Mi Hoa Cuc 80G,otto banh mi hoa cuc,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.955
Fe'Ste Banh Mi Hoa Cuoc Ngan Lon 120G,fe ste banh mi hoa cuoc ngan lon,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.895
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
B Banh Mi 800G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Otto Banh Mi Hoa Cuc 80G,otto banh mi hoa cuc,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.955
Banh Mi Dau Phong Vi Socola,banh mi dau phong vi socola,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.87
Banh Mi (O),banh mi o,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.974
Banh Mi Que Pate & Chia Bong,banh mi que pate & chia bong,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.947
Banh Mix,banh mix,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.872
Banh Mi Me Vi Choco,banh mi me vi choco,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.928
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Kem Sua Tuoi,banh mi kem sua tuoi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.934
Banh Mi Que Pate,banh mi que pate,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.903
Banh Mi Cha Bong Huu Nghi - (Cai),banh mi cha bong huu nghi - cai,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.958
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi 400G,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Momiji Banh Mi Mem Pho Mai Sua 6,momiji banh mi mem pho mai sua 6,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.876
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Hoa Cuc,banh mi hoa cuc,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.962
Banh Mi Que,banh mi que,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.945
Hsv Banh Mi Que Bo Bulgogi Pho M,hsv banh mi que bo bulgogi pho m,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.863
Banh Mi Sandwich 500G,banh mi sandwich,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.945
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Sandwich 500G,banh mi sandwich,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.945
Festa Banh Mi Hoa Cuc Ngan Lop 120G,festa banh mi hoa cuc ngan lop,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.904
Banh Mi 400G,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Tuoi Kinh Do Khan Socola 41 Gr/90,banh mi tuoi kinh do khan socola 41 gr/90,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.866
Staff Banh Mi Sandwich 275G/1G,staff banh mi sandwich /,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.925
Banh Mi Cha Bong Heo Xong Khoi,banh mi cha bong heo xong khoi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.955
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi 400G,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi Phuc Long 170G,banh mi phuc long,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.922
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Mem Com Dua,banh mi mem com dua,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.992
Banh Mi Italian Baguette,banh mi italian baguette,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.899
Staff_Banh Mi Cha Bong 30G,staff_banh mi cha bong,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.954
Banh Mi,banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.99
Banh Mi Pho Mai Bo Toi,banh mi pho mai bo toi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.952
Otto_Banh Mi Sandwich Tuoi Lat 245G,otto_banh mi sandwich tuoi lat,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.906
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Banh Mi Pho Mai Tan Chay (To),banh mi pho mai tan chay to,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.956
Staff_Banh Mi Tuoi Cha Bong Pho Mai 60G,staff_banh mi tuoi cha bong pho mai,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.961
Staff_Banh Mi Cha Bong 60G,staff_banh mi cha bong,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.954
Staff_Banh Mi Luoi Cha Bong Pho Mai 60G,staff_banh mi luoi cha bong pho mai,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.947
Striff Banh Mi Cha Bong 55Gr,striff banh mi cha bong 55gr,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.941
Banh Mi Sandwich Staff 110G,banh mi sandwich staff,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.935
Banh Mi Kido Vi Socola,banh mi kido vi socola,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.871
Banh Mi Pho Mai Hoang Kim-Grab,banh mi pho mai hoang kim-grab,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.885
B Banh Mi 400G,b banh mi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Bánh Quy Atela Bắp Giòn Nhân Nhỏ (Hàng Xá),bánh quy atela bắp giòn nhân nhỏ hàng xá,Snack - Bánh kẹo,Snack - Bánh kẹo,0.884
Cream-O Bánh Quy Vanila 125G X 24,cream-o bánh quy vanila x 24,Snack - Bánh kẹo,Snack - Bánh kẹo,0.954
Danisa Bánh Quy Abbracci 168G,danisa bánh quy abbracci,Snack - Bánh kẹo,Snack - Bánh kẹo,0.926
Bánh Quy Socola Chip Nhân Socola Parle Platina Hide & Seek Gói 112.5G,bánh quy socola chip nhân socola parle platina hide & seek gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.868
Nabati Bánh Quy Phô Mai 112G,nabati bánh quy phô mai,Snack - Bánh kẹo,Snack - Bánh kẹo,0.984
Oreo_Bánh Quy Nhân Socola 110.4G T24,oreo_bánh quy nhân socola t24,Snack - Bánh kẹo,Snack - Bánh kẹo,0.979
Oreo Babymonster Bánh Quy Đỏ 110.4G,oreo babymonster bánh quy đỏ,Snack - Bánh kẹo,Snack - Bánh kẹo,0.982
Ritz Bánh Quy Kem Phô Mai 1 18G X Gói,ritz bánh quy kem phô mai 1 x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.884
Bánh Quy Vị Hành Lá Crzay Cookie,bánh quy vị hành lá crzay cookie,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Libra Bánh Quy Sữa Pingo 186G,libra bánh quy sữa pingo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.924
Oreo Bánh Quy Kem Vani 119.6G/11C|G,oreo bánh quy kem vani /11c g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.995
Bánh Quy Cream-O Socola Đào Vảy 85G,bánh quy cream-o socola đào vảy,Snack - Bánh kẹo,Snack - Bánh kẹo,0.948
Bánh Quy Lexus Pho M,bánh quy lexus pho m,Snack - Bánh kẹo,Snack - Bánh kẹo,0.965
Bánh Quy Nhân Mứt Dâu O&T 120G,bánh quy nhân mứt dâu o&t,Snack - Bánh kẹo,Snack - Bánh kẹo,0.944
Ritz Bánh Quy Kem Phô Mai 118G X Gói,ritz bánh quy kem phô mai x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.888
Ritz Bánh Quy Kem Phô Mai 1 18G X Gói,ritz bánh quy kem phô mai 1 x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.884
Bánh Quy Giòn Socola Trắng Nestle,bánh quy giòn socola trắng nestle,Snack - Bánh kẹo,Snack - Bánh kẹo,0.898
Bánh Quy Hương Việt Quất,bánh quy hương việt quất,Snack - Bánh kẹo,Snack - Bánh kẹo,0.883
Bánh Quy Dừa Vuông Libra Gói 180G,bánh quy dừa vuông libra gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.905
Libra Bánh Quy Sữa Pingo 186G,libra bánh quy sữa pingo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.924
Bánh Quy Giòn Vị Hẹ,bánh quy giòn vị hẹ,Snack - Bánh kẹo,Snack - Bánh kẹo,0.971
Bánh Quy Giòn Vị Hề,bánh quy giòn vị hề,Snack - Bánh kẹo,Snack - Bánh kẹo,0.97
Bánh Quy Giòn Vị Hè,bánh quy giòn vị hè,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Oreo Bánh Quy Hương Vani 64.4G,oreo bánh quy hương vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Bánh Quy Dừa Coconut - Vuông 180G,bánh quy dừa coconut - vuông,Snack - Bánh kẹo,Snack - Bánh kẹo,0.912
Oreo - Bánh Quy Kem Vani 11G.4G,oreo - bánh quy kem vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Bánh Quy White Castle Vị Bơ,bánh quy white castle vị bơ,Snack - Bánh kẹo,Snack - Bánh kẹo,0.863
Vat08 Bánh Quy Cosy T.Cam Bơ Sữa Ht 378G,vat08 bánh quy cosy t cam bơ sữa ht,Snack - Bánh kẹo,Snack - Bánh kẹo,0.902
Vat08 Bánh Quy Ym Oat Krunch Socola,vat08 bánh quy ym oat krunch socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.918
Bánh Quy Cream O 85G Vị Vani,bánh quy cream o vị vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.982
T3.Bánh Quy Kẹp Kem Phô,t3 bánh quy kẹp kem phô,Snack - Bánh kẹo,Snack - Bánh kẹo,0.87
Bánh Quy Ritz Nhân Phô Mai 118G,bánh quy ritz nhân phô mai,Snack - Bánh kẹo,Snack - Bánh kẹo,0.963
Bánh Quy Nhân Việt Quất O&T 120G,bánh quy nhân việt quất o&t,Snack - Bánh kẹo,Snack - Bánh kẹo,0.906
Oreo Bánh Quy Kem Vị Vani 119.6G,oreo bánh quy kem vị vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Bánh Quy Atela Bắp Giòn Nhân Nhỏ (Hàng Xá),bánh quy atela bắp giòn nhân nhỏ hàng xá,Snack - Bánh kẹo,Snack - Bánh kẹo,0.884
Bánh Quy Butter Sand 60G (Bịch),bánh quy butter sand bịch,Snack - Bánh kẹo,Snack - Bánh kẹo,0.897
Bánh Quy Danisa Melomel,bánh quy danisa melomel,Snack - Bánh kẹo,Snack - Bánh kẹo,0.905
Bánh Quy Mềm Country Ma Am Socola 138G,bánh quy mềm country ma am socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.867
B.Quy Oreo Kem Dau Goi110.4G,b quy oreo kem dau goi110,Snack - Bánh kẹo,Snack - Bánh kẹo,0.923
B.Quy Oreo Kem Soco Goi110.4G,b quy oreo kem soco goi110,Snack - Bánh kẹo,Snack - Bánh kẹo,0.955
Oreo Banh Quy Kem Vani Mini 58.4,oreo banh quy kem vani mini 58 4,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Oreo Banh Quy Kem So Co La 20.4G,oreo banh quy kem so co la,Snack - Bánh kẹo,Snack - Bánh kẹo,0.994
Bánh Oreo Vị Kem Chocola 119.6G/119.6G/110.4G,bánh oreo vị kem chocola / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.981
Bánh Oreo Mini Vani 20.4G,bánh oreo mini vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.994
Oreo Mini Vani 20.4G,oreo mini vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.907
Banh Oreo Mini Vani,banh oreo mini vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.966
Oreo,oreo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.995
Oreo Banh Quy Kem Vani 110.4G/1,oreo banh quy kem vani /1,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Soboro Oreo,soboro oreo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.86
Oreo Da Xay,oreo da xay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.949
Oreo Banh Quy Kem Vani 110.4G/1 Goi,oreo banh quy kem vani /1 goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.995
Oreo Banh Quy Kem Vani 110.4G/1,oreo banh quy kem vani /1,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Banh Socola Pie Oreo,banh socola pie oreo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.949
Oreo Banh Que So Co La 54G/1 Hop,oreo banh que so co la /1 hop,Snack - Bánh kẹo,Snack - Bánh kẹo,0.917
B.Quy Oreo Mini Vi Vani Goi 61.3G,b quy oreo mini vi vani goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.987
Bánh Que Oreo Chocolate 54G,bánh que oreo chocolate,Snack - Bánh kẹo,Snack - Bánh kẹo,0.988
Bánh Que Oreo Vani 54G,bánh que oreo vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Bánh Oreo Chocolate 64.4G,bánh oreo chocolate,Snack - Bánh kẹo,Snack - Bánh kẹo,0.993
Oreo Socola,oreo socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.965
Oreo Banh Quy Kem Lanh 118G/110G,oreo banh quy kem lanh /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Oreo - Bánh Bberry Ice Cream 119.6G,oreo - bánh bberry ice cream,Snack - Bánh kẹo,Snack - Bánh kẹo,0.927
Banh Oreo Cay Cac Vi (119.6G),banh oreo cay cac vi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Banh Oreo Wafer Ron Vi Socola,banh oreo wafer ron vi socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.949
Banh Quy Oreo Vani 248.4G,banh quy oreo vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Banh Oreo Vani 119.6,banh oreo vani 119 6,Snack - Bánh kẹo,Snack - Bánh kẹo,0.963
Banh Oreo Cay 64.4G,banh oreo cay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Oreo Kem Da Xay,oreo kem da xay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.884
"Oreo Banh Quay Kem Socola 119,6G",oreo banh quay kem socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.945
Banh Quy Oreo Kem Vani 64.4G,banh quy oreo kem vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Oreo Banh Quy Kem Lanh 119.6G 762230042507,oreo banh quy kem lanh 762230042507,Snack - Bánh kẹo,Snack - Bánh kẹo,0.938
Bingsu Oreo (L),bingsu oreo l,Snack - Bánh kẹo,Snack - Bánh kẹo,0.861
Oreo Banh Quy Mini Chocolate 20X46G,oreo banh quy mini chocolate 20x46g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.963
Oreo Banh Quy Kem Dau 119.6G,oreo banh quy kem dau,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Banh Oreo 65G,banh oreo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.994
Bánh Oreo Mini Vani 61.3/73G,bánh oreo mini vani 61 3/,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Banh Oreo Socola 119,banh oreo socola 119,Snack - Bánh kẹo,Snack - Bánh kẹo,0.95
Oreo Chocolate 64 4G,oreo chocolate 64,Snack - Bánh kẹo,Snack - Bánh kẹo,0.888
Oreo Banh Quy Kem Lanh 119.6G,oreo banh quy kem lanh,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Banh Oreo Socola 6,banh oreo socola 6,Snack - Bánh kẹo,Snack - Bánh kẹo,0.964
Banh Oreo Vani 119.6,banh oreo vani 119 6,Snack - Bánh kẹo,Snack - Bánh kẹo,0.963
Oreo Ban Quy Kem Socola 96G,oreo ban quy kem socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.982
Than Tre Oreo,than tre oreo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.88
Banh Oreo Quy Kem Vani 119.6G/138G,banh oreo quy kem vani /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Bánh Oreo Vani 119.6,bánh oreo vani 119 6,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Oreo Banh Que Vi Socola 54G,oreo banh que vi socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.967
Vato8 Bánh Oreo Quy Kem Lạnh 119.6G,vato8 bánh oreo quy kem lạnh,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Oreo Banh Quy Kem So Co La 119,oreo banh quy kem so co la 119,Snack - Bánh kẹo,Snack - Bánh kẹo,0.988
Oreo Banh Quy Kem Dau 119.6G/1 G,oreo banh quy kem dau /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Bánh Xốp Nabati Socola 58G/52G/50G,bánh xốp nabati socola / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.911
Bánh Cookie Vanilla,bánh cookie vanilla,Snack - Bánh kẹo,Snack - Bánh kẹo,0.985
Savouré - Bánh Su Socola Cookie 104G,savouré - bánh su socola cookie,Snack - Bánh kẹo,Snack - Bánh kẹo,0.902
Bánh Quy Vị Hành Lá Crzay Cookie,bánh quy vị hành lá crzay cookie,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Cookie Vani 200G,cookie vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.894
Tipo Bánh Cookies Matcha 75G,tipo bánh cookies matcha,Snack - Bánh kẹo,Snack - Bánh kẹo,0.889
Banh Quy Nabati Nhan Pho Mai 112G X Goi,banh quy nabati nhan pho mai x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.899
Oreo Bánh Quy Kem Vani 119.6G/11C|G,oreo bánh quy kem vani /11c g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.995
Oreo Banh Quy Kem Vani Mini 58.4,oreo banh quy kem vani mini 58 4,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Bánh Quy Kem Socola Oreo Mini Gói 20.4G,bánh quy kem socola oreo mini gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Oreo Banh Quy Kem Vani 110.4G/1,oreo banh quy kem vani /1,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Oreo Banh Quy Kem Vani 110.4G/1 Goi,oreo banh quy kem vani /1 goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.995
Oreo Banh Quy Kem Lanh 118G/110G,oreo banh quy kem lanh /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
"Oreo Banh Quay Kem Socola 119,6G",oreo banh quay kem socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.945
Banh Quy Oreo Kem Vani 64.4G,banh quy oreo kem vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Oreo Banh Quy Kem Lanh 119.6G 762230042507,oreo banh quy kem lanh 762230042507,Snack - Bánh kẹo,Snack - Bánh kẹo,0.938
Oreo Banh Quy Kem Lanh 119.6G,oreo banh quy kem lanh,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
"Snack Heo Crt, O'Star K.Heo Cay 50G",snack heo crt o star k heo cay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
Snack Tai Heo Hai Ut,snack tai heo hai ut,Snack - Bánh kẹo,Snack - Bánh kẹo,0.981
Snack Muc Hai San Vi,snack muc hai san vi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.953
"Snack Hai San Tako Vi Cay Hon Hop Goi 6,5G Phuong",snack hai san tako vi cay hon hop goi phuong,Snack - Bánh kẹo,Snack - Bánh kẹo,0.905
Snack Nhan Cookie&Kemvani80G,snack nhan cookie&kemvani80g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Pillows Snack Nhân Vị Cookie Và Kem Vani X Goi,pillows snack nhân vị cookie và kem vani x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Pillows Snack Nhan Vi Cookie Va Kem Vani X Goi,pillows snack nhan vi cookie va kem vani x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
B.Snack Poca Bo Luc Lac 60G,b snack poca bo luc lac,Snack - Bánh kẹo,Snack - Bánh kẹo,0.988
B.Snack Poca Que T.Huong Thai,b snack poca que t huong thai,Snack - Bánh kẹo,Snack - Bánh kẹo,0.984
Snack Lay'S,snack lay s,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Rong Biển Cuộn Nướng Giòn Vị Bbq 2.8G/T,snack rong biển cuộn nướng giòn vị bbq /t,Snack - Bánh kẹo,Snack - Bánh kẹo,0.943
Snack Khoai Tây Nướng Seaweed Bích Hộp,snack khoai tây nướng seaweed bích hộp,Snack - Bánh kẹo,Snack - Bánh kẹo,0.861
T3. Oishi Snack Những Spo,t3 oishi snack những spo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.979
Snack Oishi Khoai Tay Mayo 50G,snack oishi khoai tay mayo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Sachi Snack Bánh Tráng Nướng Bơ Cay 45G,sachi snack bánh tráng nướng bơ cay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.998
Oishi Snack Bắp Sốt Sriracha Cay 32Gr,oishi snack bắp sốt sriracha cay 32gr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.951
