item_name,clean,pred_label
RUOU SOJU TAE YANG HUONG NHO 3,rượu soju tae yang huong nho 3,Rượu
rượu soju chumchurum vị nho 12% chai 360ml,rượu soju chumchurum vị nho 12 chai,Rượu
R. Vodka Halico xanh 29.5Ro00,r vodka halico xanh 29 5ro00,Rượu
Ruou tam gia vi 5GF 250g,rượu tam gia vi 5gf 250g,Rượu
Ruou men lit,rượu men lit,Rượu
Ruou men lilt,rượu men lilt,Rượu
Soju Ruou huong dao 12% 360ml,soju rượu huong dao 12,Rượu
ruou chumchurum yogurt soju 12% chai 360ml,rượu chumchurum yogurt soju 12 chai,Rượu
rượu chumchurum yogurt soju 12% chai 360ml,rượu chumchurum yogurt soju 12 chai,Rượu
Ruou mo,rượu mo,Rượu
NGK-Nước trái cây lên men vị Việt quất 4% 275ML Chill Cocktail: Blueberry Vodka Sparkling 4% 275ML,ngk-nước trái cây lên men vị việt quất 4 chill cocktail blueberry vodka sparkling 4,Rượu
Soju,soju,Rượu
Ruou dau rung (Lít),rượu dau rung lít,Rượu
R.Soju Korice h.dao 12% 360 ml,r soju korice h dao 12,Rượu
R.Soju Korice h.daw 12% 360 ml,r soju korice h daw 12,Rượu
R.Soju Korice h.tao 12% 360 ml,r soju korice h tao 12,Rượu
Rượu chuối hột,rượu chuối hột,Rượu
Rượu mơ Nhật Choya Single Year 650ml,rượu mơ nhật choya single year,Rượu
Ruou Say Kumeji Huong Nam 12%Chai 300ml,rượu say kumeji huong nam 12 chai,Rượu
Soju Ruou Thuong Lai 12% 385ml,soju rượu thuong lai 12,Rượu
Ruou Say Kumeji Anh 12%Chai 300ml,rượu say kumeji anh 12 chai,Rượu
WINECO Cải xanh l1. 500gr,wineco cải xanh l1 500gr,Rượu
Ruou Tao meo ngam,rượu tao meo ngam,Rượu
Rigatoni alla Vodka,rigatoni alla vodka,Rượu
Ruou rhum 700ml,rượu rhum,Rượu
Ruou Mo,rượu mo,Rượu
Rượu Mơ,rượu mơ,Rượu
Ruou Brandy XO Dragon Boat 40% 700ml,rượu brandy xo dragon boat 40,Rượu
Nước soju korice phục bồn tử chai 360ml,nước soju korice phục bồn tử chai,Rượu
Rigatoni alla Vodka,rigatoni alla vodka,Rượu
Ruou mo,rượu mo,Rượu
RUOU MOI,rượu moi,Rượu
RUOU MO,rượu mo,Rượu
Vang Da Lat Superior Red Wine 750ml,vang da lat superior red wine,Rượu
Vang Da Lat Strong Red Wine 750ml,vang da lat strong red wine,Rượu
ruou soju rice+ huong vai chai 360ml 12.5%,rượu soju rice+ huong vai chai 12 5,Rượu
RUOU VANG DO PASSION 75CL,rượu vang do passion 75cl,Rượu
BOriques Whisky 500ml,boriques whisky,Rượu
Tui giay ruou 20k,tui giay rượu 20k,Rượu
Tui giay ruou xi 10k,tui giay rượu xi 10k,Rượu
Jinro Soju,jinro soju,Rượu
CHEAWON Soju Viet Quat 12% 360ml,cheawon soju viet quat 12,Rượu
Vang Da Lat Classic Red Wine 750ml,vang da lat classic red wine,Rượu
VANG DA LAT Classic White Wine 750ml,vang da lat classic white wine,Rượu
Ruou Him Soju vi quytr 360ml/20,rượu him soju vi quytr /20,Rượu
Ruou Jinro Grapefruit Soju 13% 360ml/20,rượu jinro grapefruit soju 13 /20,Rượu
Ruou Jinro Green Grape 13% 360ml/20,rượu jinro green grape 13 /20,Rượu
Ruou Jinro Plum Soju 13% 360ml/20,rượu jinro plum soju 13 /20,Rượu
Ruou Jinro Soju dua hau (Watermelon) 360ml/20,rượu jinro soju dua hau watermelon /20,Rượu
Ruou Jinro Soju 13% 360ml/20,rượu jinro soju 13 /20,Rượu
GEON-BAE Ruoi Soju Vi Dau 13% Do,geon-bae ruoi soju vi dau 13 do,Rượu
rượu soju good day vị đào 13.5% chai 360ml,rượu soju good day vị đào 13 5 chai,Rượu
Nước ép cam,nước ép cam,Sinh tố - Nước ép
NƯỚC ÉP DƯA LƯỚI,nước ép dưa lưới,Sinh tố - Nước ép
Nước Ép Dưa Hấu,nước ép dưa hấu,Sinh tố - Nước ép
Nước ép cam + ĐƯỜNG - ĐÁ: ít đường,nước ép cam + đường - đá ít đường,Sinh tố - Nước ép
Nước Ép Cam,nước ép cam,Sinh tố - Nước ép
NƯỚC ÉP CAM,nước ép cam,Sinh tố - Nước ép
NƯỚC ÉP DƯA HẤU,nước ép dưa hấu,Sinh tố - Nước ép
Pineapple Juice,pineapple juice,Sinh tố - Nước ép
Nước ép dưa hấu,nước ép dưa hấu,Sinh tố - Nước ép
NUOC EP THOM,nước ép thom,Sinh tố - Nước ép
Nước ép cam,nước ép cam,Sinh tố - Nước ép
Cam Vang - Orange Juice,cam vang - orange juice,Sinh tố - Nước ép
Nuoc ep Cam Ca rot,nước ép cam ca rot,Sinh tố - Nước ép
Orange Passion Juice / Nước cam chanh dây,orange passion juice / nước cam chanh dây,Sinh tố - Nước ép
Keo deo nuoc ep chanh day chua Dobby 70g,keo deo nước ép chanh day chua dobby 70g,Sinh tố - Nước ép
Orange Juice,orange juice,Sinh tố - Nước ép
Orange Juice,orange juice,Sinh tố - Nước ép
NƯỚC ÉP NHO TRẮNG HƯƠNG NHO DAIYA FANCY,nước ép nho trắng hương nho daiya fancy,Sinh tố - Nước ép
NƯỚC ÉP NHO TRẮNG HƯƠNG ĐÀO DAIYA FANCY,nước ép nho trắng hương đào daiya fancy,Sinh tố - Nước ép
Nuoc ep nho trang huong nho Daiya Fancy,nước ép nho trang huong nho daiya fancy,Sinh tố - Nước ép
Nuoc ep nho trang huong dao Daiya Fancy,nước ép nho trang huong dao daiya fancy,Sinh tố - Nước ép
Keo deo nuoc ep 9g 90 Ex Candy Dao trang 75g,keo deo nước ép 9g 90 ex candy dao trang 75g,Sinh tố - Nước ép
NƯỚC ÉP CÀ RỐT,nước ép cà rốt,Sinh tố - Nước ép
Nuoc Ep Dua,nước ép dua,Sinh tố - Nước ép
Nuoc ep CHANH,nước ép chanh,Sinh tố - Nước ép
Nước Ép Cam Táo Dâu (cốc),nước ép cam táo dâu cốc,Sinh tố - Nước ép
"Nước Ép Cần, Táo, Chanh (cốc)",nước ép cần táo chanh cốc,Sinh tố - Nước ép
Nước Ép Táo Cà Rốt,nước ép táo cà rốt,Sinh tố - Nước ép
Nuoc ep cam - 橚汁,nước ép cam - 橚汁,Sinh tố - Nước ép
"Nuoc Ep Can, Tao, Chanh (coc)",nước ép can tao chanh coc,Sinh tố - Nước ép
Nuoc Ep Dua Hau 500,nước ép dua hau 500,Sinh tố - Nước ép
Nuoc ep dua hau / Watermelon Juice,nước ép dua hau / watermelon juice,Sinh tố - Nước ép
Melon Juice (no ice),melon juice no ice,Sinh tố - Nước ép
NEP28300301. Nước ép lô rẽ hoa chuông đen nguyên chất date T04/25 Lusol - 6m+ - 100ml (Gói),nep28300301 nước ép lô rẽ hoa chuông đen nguyên chất date t04/25 lusol - 6m+ - gói,Sinh tố - Nước ép
nuoc ep Tao,nước ép tao,Sinh tố - Nước ép
Nuoc ep dua,nước ép dua,Sinh tố - Nước ép
Nước ép táo,nước ép táo,Sinh tố - Nước ép
Nước ép dưa hấu,nước ép dưa hấu,Sinh tố - Nước ép
Nước Ép Dưa Hấu Tươi (nhỏ),nước ép dưa hấu tươi nhỏ,Sinh tố - Nước ép
ORANGE JUICE,orange juice,Sinh tố - Nước ép
NƯỚC ÉP DÂU ( GIÁ SỐC TRONG NGÀY),nước ép dâu giá sốc trong ngày,Sinh tố - Nước ép
Nuoc ep oi,nước ép oi,Sinh tố - Nước ép
Nuoc ep dua hau,nước ép dua hau,Sinh tố - Nước ép
Nước Ép Dứa,nước ép dứa,Sinh tố - Nước ép
Nuoc Ep Dua Luoi,nước ép dua luoi,Sinh tố - Nước ép
Nuoc Ep Thom Ca Rot,nước ép thom ca rot,Sinh tố - Nước ép
Nuoc Ep Thom,nước ép thom,Sinh tố - Nước ép
Nuoc Ep Ổi,nước ép ổi,Sinh tố - Nước ép
NUOC EP DUA HAU,nước ép dua hau,Sinh tố - Nước ép
Nuoc ep dua hau/Watermelon Juice,nước ép dua hau/watermelon juice,Sinh tố - Nước ép
Nuoc Orange Juice,nuoc orange juice,Sinh tố - Nước ép
Nuoc Lime juice,nuoc lime juice,Sinh tố - Nước ép
Watermelon juice,watermelon juice,Sinh tố - Nước ép
Nuoc Ep Chanh Day Thom,nước ép chanh day thom,Sinh tố - Nước ép
Nuoc Ep Dau Oi,nước ép dau oi,Sinh tố - Nước ép
Nuoc ep Thom (M),nước ép thom m,Sinh tố - Nước ép
Nuoc Ep Chanh Vang,nước ép chanh vang,Sinh tố - Nước ép
Nuoc ep chanh day hat dac,nước ép chanh day hat dac,Sinh tố - Nước ép
OTO JUICE ROBOT 2,oto juice robot 2,Sinh tố - Nước ép
Nước ép bưởi,nước ép bưởi,Sinh tố - Nước ép
Nước ép dưa hấu,nước ép dưa hấu,Sinh tố - Nước ép
Nuoc Ep - Carrot J,nước ép - carrot j,Sinh tố - Nước ép
TH Sua trai cay VQuat Juicemilk 300ml,th sua trai cay vquat juicemilk,Sinh tố - Nước ép
Water Melon Juice,water melon juice,Sinh tố - Nước ép
NUOC EP MIX,nước ép mix,Sinh tố - Nước ép
"nuoc ep trai cay thach jele vitamin a,c,e goi 150g",nước ép trai cay thach jele vitamin a c e goi 150g,Sinh tố - Nước ép
Special Menu_Nước ép cam,special menu_nước ép cam,Sinh tố - Nước ép
nuoc ep dua hau,nước ép dua hau,Sinh tố - Nước ép
Nuoc ep rau cu qua ca rot - nho Kagome 7,nước ép rau cu qua ca rot - nho kagome 7,Sinh tố - Nước ép
Nuoc Ep Dua hau,nước ép dua hau,Sinh tố - Nước ép
Nuoc ep trai cay Golden Juice - Vi Dao,nước ép trai cay golden juice - vi dao,Sinh tố - Nước ép
Nuoc ep trai cay Pamela - Vi Me - 330ml,nước ép trai cay pamela - vi me -,Sinh tố - Nước ép
Nuoc ep trai cay Liela - Vi trai cay tong hop - 330ml,nước ép trai cay liela - vi trai cay tong hop -,Sinh tố - Nước ép
Nuoc ep Oishi vi T,nước ép oishi vi t,Sinh tố - Nước ép
Grapefruit Juice,grapefruit juice,Sinh tố - Nước ép
nuoc ep dua hau,nước ép dua hau,Sinh tố - Nước ép
Nuoc ep dua,nước ép dua,Sinh tố - Nước ép
Nuoc ep dua hau,nước ép dua hau,Sinh tố - Nước ép
NUOC EP DUA LUOI,nước ép dua luoi,Sinh tố - Nước ép
lime juice,lime juice,Sinh tố - Nước ép
passion fruit juice,passion fruit juice,Sinh tố - Nước ép
Nuoc ep - Fruit juice - Chanh day,nước ép - fruit juice - chanh day,Sinh tố - Nước ép
Nước ép mix vị (Ly),nước ép mix vị ly,Sinh tố - Nước ép
NUOC EP MIX VI (Ly),nước ép mix vi ly,Sinh tố - Nước ép
Special Menu_Nước ép dứa hấu,special menu_nước ép dứa hấu,Sinh tố - Nước ép
Special Menu_Nuoc ep dua hau,special menu_nuoc ep dua hau,Sinh tố - Nước ép
Nước ép Cam,nước ép cam,Sinh tố - Nước ép
Nước ép dưa hấu,nước ép dưa hấu,Sinh tố - Nước ép
Nuoc Ep Cam,nước ép cam,Sinh tố - Nước ép
NUOC EP OI/DUA/DUA HAU MANA,nước ép oi/dua/dua hau mana,Sinh tố - Nước ép
nước ép táo vinamilk hộp 1l,nước ép táo vinamilk hộp,Sinh tố - Nước ép
nước ép táo strongbow thơm và lựu lon 320ml,nước ép táo strongbow thơm và lựu lon,Sinh tố - Nước ép
NUOC EP CAM,nước ép cam,Sinh tố - Nước ép
TH sua trai cay ViuQuat Juicemilk 300ml,th sua trai cay viuquat juicemilk,Sinh tố - Nước ép
TH sua trai cay chuoi Juicemilk 300ml,th sua trai cay chuoi juicemilk,Sinh tố - Nước ép
Nước ép cam,nước ép cam,Sinh tố - Nước ép
Nuoc Ep Cam,nước ép cam,Sinh tố - Nước ép
Nuoc Ep Dua,nước ép dua,Sinh tố - Nước ép
DƯA HẤU ÉP - WATERMELON JUICE,dưa hấu ép - watermelon juice,Sinh tố - Nước ép
CAM VAT - ORANGE JUICE,cam vat - orange juice,Sinh tố - Nước ép
Bia Heniken,bia heniken,Bia
Bia Saigon Lager 330Ml,bia saigon lager,Bia
Bia Lo Truyen Thong L,bia lo truyen thong l,Bia
333 Bia Pilsner 330Ml/1 Lon,333 bia pilsner /,Bia
333 Pilsner Bia 330Ml X Lon,333 pilsner bia x lon,Bia
Bia Heineken Lon,bia heineken lon,Bia
Bia 333,bia 333,Bia
Bia Tiger,bia tiger,Bia
Bia Blanc,bia blanc,Bia
Bia D-710,bia d-710,Bia
Bia Hoi Ha Noi Ca,bia hoi ha noi ca,Bia
Bia 333 Pilsner Lon Cao 330Ml,bia 333 pilsner lon cao,Bia
Bia Tiger Lon Cao 330Ml Th24,bia tiger lon cao th24,Bia
Bia Ha Noi (Keng2L),bia ha noi keng2l,Bia
Bia Sai Gon Lager Lon 330Ml Th24,bia sai gon lager lon th24,Bia
Bia Sài Gòn Lager Lon 330Ml Th24,bia sài gòn lager lon th24,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon Cao 330Ml,bia tiger lon cao,Bia
Bia Tiger Lon 250Ml,bia tiger lon,Bia
Bia Tiger Lon 330Ml,bia tiger lon,Bia
Budweiser - Bia 5% Sleek Lon 330Ml - (Pack),budweiser - bia 5 sleek lon - pack,Bia
Bia Tiger Lon Cao 330Ml Th24,bia tiger lon cao th24,Bia
Bia Budweiser Chai 330Ml,bia budweiser chai,Bia
Bia Sgh Gd1N Lager 330Ml*24,bia sgh gd1n lager 24,Bia
Bia 25K,bia 25k,Bia
Bia 20K,bia 20k,Bia
Bia Hơi Hà Nội Ca (Ca),bia hơi hà nội ca ca,Bia
Bia Sài Gòn Export Premium Lon 330Ml,bia sài gòn export premium lon,Bia
Bia Tiger Lon,bia tiger lon,Bia
Bia Tiger Bạc,bia tiger bạc,Bia
Tiger Bia Soi Um Ket Lon 330Ml,tiger bia soi um ket lon,Bia
Bia 25K,bia 25k,Bia
Bia Passion Fruit Cp,bia passion fruit cp,Bia
Bia Pasteur Street,bia pasteur street,Bia
Bia Saigon 355Ml,bia saigon,Bia
Bia Lon,bia lon,Bia
Bia 8 Ngan 25,bia 8 ngan 25,Bia
Bf Nuoc + Bia 39K,bf nuoc + bia 39k,Bia
Bia Tiger Bac,bia tiger bac,Bia
Tiger Bia Crystal Lon 330Ml,tiger bia crystal lon,Bia
Bia Sai Gon,bia sai gon,Bia
Heineken Bia 0.0 Lon Cao 330Ml,heineken bia cao,Bia
Bia Tiger,bia tiger,Bia
Truc Bach Bia Lon Sleek 330Ml,truc bach bia lon sleek,Bia
Bia Huda Lon,bia huda lon,Bia
S-Bia Heineken Silver 24X330,s-bia heineken silver 24x330,Bia
S-Bia Heineken Silver 24X330Ml,s-bia heineken silver 24x330ml,Bia
Bia Heineken Silver 24X330,bia heineken silver 24x330,Bia
Bia Mihu2G Ve Sinh 80,bia mihu2g ve sinh 80,Bia
Bia Chai Heineken Th 330Ml,bia chai heineken th,Bia
Bia Trosup Han Nhan,bia trosup han nhan,Bia
Th24 Bia Blanc 1664,th24 bia blanc 1664,Bia
Bia Coc,bia coc,Bia
Bia Tiger Lon Nau,bia tiger lon nau,Bia
Tiger Bia Lon Cao 330Ml 893421213349,tiger bia lon cao 893421213349,Bia
333 Bia Vang Lon 330Ml,333 bia vang lon,Bia
Bia,bia,Bia
Th20 Bia Tiger Plati,th20 bia tiger plati,Bia
Bia Sai Gon Special Sleek Lon 330Ml,bia sai gon special sleek lon,Bia
Bia Saigon Chill Lon 330Ml,bia saigon chill lon,Bia
Tiger Bia Supdura Luoi Lon Cao 330Ml T2,tiger bia supdura luoi lon cao t2,Bia
Heineken Bia Lon Cao 330Ml,heineken bia lon cao,Bia
Bia Lon,bia lon,Bia
Bia Heineken Silver Loc 6,bia heineken silver loc 6,Bia
Bia Tiger Crystal Lon 330Ml,bia tiger crystal lon,Bia
Bia Heineken Silver,bia heineken silver,Bia
Bia Heineken Silver-Loc 6,bia heineken silver-loc 6,Bia
Bia Tiger Crystal 330Ml,bia tiger crystal,Bia
Heineken Bia 0.0 Lon Cao 330Ml,heineken bia cao,Bia
Bia Tiger Crystal Lon 330Ml,bia tiger crystal lon,Bia
Bia Sai Gon Lager 330Ml,bia sai gon lager,Bia
Bia Ken Bạc Lùn (250Ml),bia ken bạc lùn,Bia
Bia 333 Extra Smooth 330Ml,bia 333 extra smooth,Bia
Bia Heineken Lon,bia heineken lon,Bia
Bia Budnik 1L,bia budnik,Bia
Bia Ha Noi Premium Lon Sleek 330Ml (6 Chai),bia ha noi premium lon sleek,Bia
Bia Huda 330Ml,bia huda,Bia
Lo6 Bia Huda 330Ml,lo6 bia huda,Bia
Bia Heneiken Silver Coolpack 330Ml (Lon),bia heneiken silver coolpack lon,Bia
Bia Heineken Silver Coolpack 330Ml (Lon),bia heineken silver coolpack lon,Bia
Budweiser - Bia 5% Sleek Lon 330Ml,budweiser - bia 5 sleek lon,Bia
Bia Saporo 330Ml,bia saporo,Bia
Bia Heineken Silver Lon 250Ml*24,bia heineken silver lon 24,Bia
Bia Tiger Coolpack Lon 250Ml,bia tiger coolpack lon,Bia
Bia Tiger Crystal Coolpack Lon 250Ml,bia tiger crystal coolpack lon,Bia
Larue Bia Special 330Ml/1 Lon,larue bia special /,Bia
Heineken - Bia 5% Lon Cao 330Ml - (Thung),heineken - bia 5 lon cao - thung,Bia
Tiger Bia Lon Cao 330Ml,tiger bia lon cao,Bia
Bia Ha Noi 330Ml Tey,bia ha noi tey,Bia
Vion Bia Lc 500G,vion bia lc 500g,Bia
Bia Vang Bi Cherie 3.5% 330Ml Dao,bia vang bi cherie 3 5 dao,Bia
Bia Chai Leffe Blond 330Ml,bia chai leffe blond,Bia
Bia Chai Tiger,bia chai tiger,Bia
Bia Hoi Hn,bia hoi hn,Bia
Bia Huda,bia huda,Bia
Bia Tuborg Ice,bia tuborg ice,Bia
Bia Sài Gòn Lager,bia sài gòn lager,Bia
Bia Tiger Bạc Lon,bia tiger bạc lon,Bia
Trà tươi đường đen,trà tươi đường đen,Trà
Trà lài vải,trà lài vải,Trà
Trà Đen Macchiato,trà đen macchiato,Trà
Trà Gạo Rang,trà gạo rang,Trà
Trà Đào (ICE),trà đào ice,Trà
Trà Olong Sen Vàng,trà oolong sen vàng,Trà
"MATCHA LATTE (ĐÁ) (trà xanh Nhật, sữa tươi)",matcha latte đá trà xanh nhật sữa tươi,Trà
BLao tra tac L,blao trà tắc l,Trà
Trà Xanh Sữa - 綠茶牛奶 (Vừa 700cc),trà xanh sữa - 綠茶牛奶 vừa 700cc,Trà
Cà phê Matcha,cà phê matcha,Trà
Matcha latte,matcha latte,Trà
Trà lái tắc mật ong,trà lái tắc mật ong,Trà
Trà Ô long Xanh Tea,trà ô long xanh tea,Trà
Trà Ô Long Tea plus 4,trà ô long tea plus 4,Trà
Trà Lài Đào Lát (LỚN),trà lài đào lát lớn,Trà
Trà Xanh Hoa Đào,trà xanh hoa đào,Trà
(Set Nước Trà Lúa Mạch),set nước trà lúa mạch,Trà
Uống tại Hồng Trà Ngô Gia,uống tại hồng trà ngô gia,Trà
Hồng Trà Chanh Đài Loan (Vừa 700cc) + Thạch Aiyu,hồng trà chanh đài loan vừa 700cc + thạch aiyu,Trà
Nestle_Trà chanh Nestea 195g T24,nestle_trà chanh nestea 195g t24,Trà
Trà Xanh Hoa Nhài (Lớn 1000cc),trà xanh hoa nhài lớn 1000cc,Trà
Trà đào (Peach Tea),trà đào peach tea,Trà
Trà Đào Dâu Tây,trà đào dâu tây,Trà
Trà Lài Trân Châu 3Q (M),trà lài trân châu 3q m,Trà
Trà chanh thái (M),trà chanh thái m,Trà
Trà Bá Tước (L),trà bá tước l,Trà
Trà đào cam sả,trà đào cam sả,Trà
TRÀ CH. NH HOT/ICE,trà ch nh hot/ice,Trà
TRÀ LIPTON HOT/ICE,trà lipton hot/ice,Trà
Matcha atte,matcha atte,Trà
MATCHA LATTE DẠU,matcha latte dạu,Trà
Size L Lục Trà Thăng Hoa Ngọc Trai,size l lục trà thăng hoa ngọc trai,Trà
Tra Sen Vang_CN M,tra sen vang_cn m,Trà
Size XL Hồng Trà Bí Đao Vải,size xl hồng trà bí đao vải,Trà
Size L Hồng Trà Đen Vải,size l hồng trà đen vải,Trà
Trà Ô long Tea plus 45,trà ô long tea plus 45,Trà
Trà Xanh Hoa Nhài (Vừa 700cc),trà xanh hoa nhài vừa 700cc,Trà
Trà Trái Cây Nhiệt Đới,trà trái cây nhiệt đới,Trà
Trà bá tước kem cheese,trà bá tước kem cheese,Trà
Trà Hoa Đậu biếc nóng,trà hoa đậu biếc nóng,Trà
Ôolong Tea - Trà Ôolong Chai 1l,ôolong tea - trà ôolong chai,Trà
Hồng Trà Chanh Đài Loan (Lớn 1000cc) + Hạt Thủy Tinh Củ Năng,hồng trà chanh đài loan lớn 1000cc + hạt thủy tinh củ năng,Trà
Trà Xanh Chanh (Lớn 1000cc),trà xanh chanh lớn 1000cc,Trà
Trà đào cam sả,trà đào cam sả,Trà
Matcha atte,matcha atte,Trà
Matcha latte,matcha latte,Trà
Trà đào lăm,trà đào lăm,Trà
Trà dứa cam sả,trà dứa cam sả,Trà
Trà mãng cầu,trà mãng cầu,Trà
MATCHA LATTE DÂU,matcha latte dâu,Trà
Matcha Latte (M),matcha latte m,Trà
Lục Trà Lài Sữa,lục trà lài sữa,Trà
Hồng Trà Đài Loan (Vừa 700cc),hồng trà đài loan vừa 700cc,Trà
C2 Trà xanh hương chanh 455ml x chai,c2 trà xanh hương chanh x chai,Trà
Trà Tear – Ô Long Táo Chai 450ml,trà tear ô long táo chai,Trà
Trà Mật Ong Lựu Đỏ (L) - NGỌT BÌNH THƯỜNG,trà mật ong lựu đỏ l - ngọt bình thường,Trà
Trà đá,trà đá,Trà
Trà chanh,trà chanh,Trà
LỤC TRÀ MẬT ONG (M),lục trà mật ong m,Trà
Hồng Trà Chanh Mật Ong (L),hồng trà chanh mật ong l,Trà
Trà Tắc Mật Ong,trà tắc mật ong,Trà
Trà Xanh Hoa Nhài (Lớn 1000cc),trà xanh hoa nhài lớn 1000cc,Trà
Trà Đá,trà đá,Trà
Hồng Trà Tắc,hồng trà tắc,Trà
Trà Đá,trà đá,Trà
Bún Đậu Trà Lá Vip 1 Người,bún đậu trà lá vip 1 người,Trà
"Lục Trà Lài Sữa (100% Ngọt, 100% Đá, Trân châu đen)",lục trà lài sữa 100 ngọt 100 đá trân châu đen,Trà
TRÀ DÂU DƯA HẤU,trà dâu dưa hấu,Trà
DAU NANH MATCHA,dau nanh matcha,Trà
Hồng Trà Kem Cheese - 奶茶红茶,hồng trà kem cheese - 奶茶红茶,Trà
Trà Lài Bắc Thơm,trà lài bắc thơm,Trà
Hồng trà tắc mật ong,hồng trà tắc mật ong,Trà
Matcha latte,matcha latte,Trà
Chocobomb Matcha,chocobomb matcha,Trà
Trà dưa lưới nha đam,trà dưa lưới nha đam,Trà
Trà mãng cầu,trà mãng cầu,Trà
Trà Đá,trà đá,Trà
Trà Lài Sữa Trân Châu (M),trà lài sữa trân châu m,Trà
Hồng Trà Nguyên Lá Trân Châu (M),hồng trà nguyên lá trân châu m,Trà
ĐÁ MATCHA LATTE (ICED MATCHA LATTE),đá matcha latte iced matcha latte,Trà
Trà Trái Cây Nhiệt Đới (XL),trà trái cây nhiệt đới xl,Trà
Matcha latte,matcha latte,Trà
Trà đào,trà đào,Trà
Matcha Latte Tây Bắc (Lớn),matcha latte tây bắc lớn,Trà
Trà dưa lưới,trà dưa lưới,Trà
Trà Tắc Thái Đỏ,trà tắc thái đỏ,Trà
Trân Châu Matcha Phô Mai,trân châu matcha phô mai,Trà
Hồng Trà Tắc XL Không Lò,hồng trà tắc xl không lò,Trà
Hồng Trà Tắc XL Khổng Lồ,hồng trà tắc xl khổng lồ,Trà
Lục Trà Sủi Bọt Sữa Khổng Lồ,lục trà sủi bọt sữa khổng lồ,Trà
Trà Đào Cam Sả (Lớn),trà đào cam sả lớn,Trà
Trà Đen Đá (M),trà đen đá m,Trà
Matcha nhật latte,matcha nhật latte,Trà
Trà đá,trà đá,Trà
Trà trái cây (L),trà trái cây l,Trà
Trà Cam Xí Muội,trà cam xí muội,Trà
Trà đá,trà đá,Trà
Trà năng cầu,trà năng cầu,Trà
Freeze Tra Xanh M,freeze trà xanh m,Trà
Trà ổi,trà ổi,Trà
Matcha latte - Đá,matcha latte - đá,Trà
Hồng trà tươi(700ml),hồng trà tươi,Trà
TRÀ DẦU NAM MỸ TRÂN CHÂU,trà dầu nam mỹ trân châu,Trà
Trà Atiso Vfresh Rat,trà atiso vfresh rat,Trà
Trà Nhãn Sen (M),trà nhãn sen m,Trà
Trà Nhãn Sơn (M),trà nhãn sơn m,Trà
Trà nhãn sen (M),trà nhãn sen m,Trà
Extra Cu Nang,extra cu nang,Trà
Extra Iced Tea,extra iced tea,Trà
Freeze Tra Xanh L,freeze trà xanh l,Trà
TEA365 Trà Hương Mật Ong 500ml,tea365 trà hương mật ong,Trà
Tra lai nhan,tra lai nhan,Trà
Cold whisk matcha(size L 650ml),cold whisk matcha size l,Trà
Hồng Trà Chanh (L),hồng trà chanh l,Trà
Trà Xanh Hoa Đào,trà xanh hoa đào,Trà
M2 Matcha Latte (LY),m2 matcha latte ly,Trà
Trà Đào Cam Sả (M),trà đào cam sả m,Trà
Tra Sen Vang_CN M,tra sen vang_cn m,Trà
Hồng trà trân châu XL,hồng trà trân châu xl,Trà
Trà Đá,trà đá,Trà
Trà hoa cúc thảo mộc,trà hoa cúc thảo mộc,Trà
Hồng Trà Đào Sữa Thạch Konjac (L),hồng trà đào sữa thạch konjac l,Trà
Trà Lài Đặc Thơm (L),trà lài đặc thơm l,Trà
Matcha Đào (Nhỏ),matcha đào nhỏ,Trà
